Transaction_ID,Name,City,State,Country,Age,Gender,Income,Total_Purchases,Total_Amount,Product_Category,Product_Brand,Product_Type,Shipping_Method,Payment_Method,products
1070319,Nathan Harmon,Belfast,England,UK,35,Female,Low,2,400.408208,Grocery,Nestle,Coffee,Express,Credit Card,Cappuccino
1070359,Sarah Young,Canberra,New South Wales,Australia,65,Male,Medium,6,1001.169408,Electronics,Sony,Smartphone,Standard,Cash,iPhone
1070364,Sara Smith,Chicago,Connecticut,USA,20,Male,Low,1,14.23163722,Clothing,Adidas,Shoes,Same-Day,Debit Card,Running shoes
1070366,Alexa Kline,Portsmouth,England,UK,24,Male,Medium,9,292.6012823,Electronics,Sony,Smartphone,Standard,Cash,OnePlus
1070389,Mark Gonzalez,Victoria,Ontario,Canada,41,Female,High,3,449.7943393,Books,Random House,Fiction,Express,Cash,Fantasy
1070419,Gina Williams,Louisville,Nevada,USA,61,Female,Medium,3,776.2752155,Clothing,Adidas,Jacket,Express,Debit Card,Parka
1070428,Aaron Burns,Albuquerque,Vermont,USA,46,Female,,1,270.7454,Books,Penguin Books,Non-Fiction,Same-Day,Credit Card,Psychology
1070442,Joel French,San Francisco,Maine,USA,26,Male,High,10,4486.608892,Books,Random House,Non-Fiction,Same-Day,Credit Card,Cooking
1070500,Jacob Poole,Chicago,Connecticut,USA,34,Male,Medium,7,1016.632932,Electronics,Sony,Television,Express,Credit Card,HDR TV
1070514,Timothy Brown,Chicago,Connecticut,USA,34,Male,High,7,355.9028106,Grocery,Pepsi,Water,Same-Day,Credit Card,Flavored water
1070573,Amanda Miller,Chicago,Connecticut,USA,20,Female,Medium,5,958.0735765,Home Decor,IKEA,Furniture,Standard,Credit Card,Coffee table
1070593,Charles Allen,Chicago,Connecticut,USA,20,Male,Low,2,54.37740233,Grocery,Nestle,Snacks,Standard,Debit Card,Popcorn
1070598,Jeremiah Martinez,Manchester,England,UK,52,Male,High,3,1041.987477,Electronics,Sony,Smartphone,Same-Day,Debit Card,Sony Xperia
1070619,Sarah Moreno,Oxford,England,UK,22,Female,High,7,3315.100704,Electronics,Apple,Tablet,Express,PayPal,Acer Iconia Tab
1070668,Daniel Cortez,Hanover,Berlin,Germany,23,Male,Medium,2,316.129817,Clothing,Zara,Jeans,Express,Debit Card,Skinny jeans
1070775,Elizabeth Diaz,Hull,England,UK,21,Female,Medium,2,510.2876632,Books,Random House,Literature,Express,Debit Card,Classic literature
1070810,Tanner Steele,New York,Kansas,USA,23,Male,Medium,8,2820.265415,Electronics,Samsung,Television,Standard,PayPal,QLED TV
1070832,Kayla Olson,Cardiff,England,UK,32,Female,Low,6,70.30011032,Electronics,Apple,Laptop,Same-Day,Credit Card,Lenovo ThinkPad
1070941,Jesse Cantu,Chicago,Connecticut,USA,34,Male,Medium,1,175.1396577,Grocery,Pepsi,Water,Standard,Cash,Flavored water
1070951,Megan Castillo,Chicago,Connecticut,USA,34,Male,Medium,3,1026.82298,Grocery,Pepsi,Water,Standard,Credit Card,Coconut water
1070964,Mary Schmidt,Halifax,Ontario,Canada,56,Male,High,5,616.691783,Clothing,Zara,Jeans,Standard,Credit Card,Bootcut jeans
1070966,Robert Williams,Duisburg,Berlin,Germany,39,Male,High,4,1357.459084,Clothing,Zara,Jeans,Same-Day,Credit Card,Cropped jeans
1071026,Timothy Buckley,Portsmouth,England,UK,19,Male,Medium,9,3671.382127,Electronics,Apple,Tablet,Express,Debit Card,Lenovo Tab
1071038,Tonya Smith,Bonn,Berlin,Germany,30,Male,Low,8,558.5401138,Grocery,Nestle,Snacks,Standard,PayPal,Beef jerky
1071108,Tiffany Werner,Halifax,Ontario,Canada,46,Male,Low,6,1114.28092,Home Decor,Home Depot,Decorations,Standard,PayPal,Picture frames
1071157,Mark Mitchell,Charlotte,Illinois,USA,69,Male,Low,4,1079.006086,Home Decor,Bed Bath & Beyond,Kitchen,Standard,Credit Card,Stove
1071161,Tyler Cooper,Kansas City,Idaho,USA,46,Male,High,1,210.0905949,Electronics,Sony,Smartphone,Same-Day,Credit Card,Sony Xperia
1071179,Joshua Williams,Melbourne,New South Wales,Australia,27,Female,Low,10,3834.417701,Home Decor,Home Depot,Tools,Express,Debit Card,Hammer
1071251,Brittany Lozano,Portsmouth,England,UK,21,Female,Medium,7,1693.664076,Books,HarperCollins,Fiction,Same-Day,Debit Card,Literary fiction
1071350,Richard Hudson,Arlington,Ohio,USA,46,Male,Medium,4,1978.255525,Grocery,Nestle,Snacks,Standard,PayPal,Fruit snacks
1071353,Larry Smith,Newcastle upon Tyne,England,UK,22,Female,High,9,1734.026239,Books,HarperCollins,Thriller,Standard,Credit Card,Legal thriller
1071355,Cheryl Norman,San Francisco,Maine,USA,26,Male,High,8,1656.245452,Electronics,Apple,Laptop,Express,Debit Card,HP Spectre
1071375,Benjamin Pineda,San Jose,Maryland,USA,46,Female,Low,5,740.9027249,Home Decor,Bed Bath & Beyond,Bedding,Express,Cash,Comforter
1071395,Richard Martinez,Portsmouth,England,UK,24,Male,Medium,10,1582.197497,Home Decor,IKEA,Lighting,Standard,Cash,Desk lamps
1071484,Stephanie Jordan,Baltimore,Georgia,USA,32,Male,Low,6,1369.797641,Clothing,Adidas,Jacket,,Cash,Varsity jacket
1071540,Devin Contreras,Charlotte,Maryland,USA,22,Female,High,1,97.11266565,Clothing,Adidas,Shoes,Express,PayPal,Slippers
1071562,Michelle Mccullough,DÃ¼sseldorf,Berlin,Germany,20,Female,High,2,435.7475385,Home Decor,IKEA,Decorations,Standard,Cash,Rugs
1071640,Luis Freeman,Philadelphia,Missouri,USA,22,Female,Medium,3,913.533048,Grocery,Pepsi,Water,Standard,Cash,Alkaline water
1071682,Debra Brown,Oshawa,Ontario,Canada,40,Male,Medium,6,307.8101833,Books,HarperCollins,Fiction,Same-Day,Cash,Horror
1071691,Mikayla Small,San Francisco,Maine,USA,26,Male,High,8,3752.207652,Books,Penguin Books,Non-Fiction,Standard,PayPal,Science
1071692,Jennifer Keith,St. John's,Ontario,Canada,23,Male,High,7,1256.187278,Electronics,BlueStar,BlueStar AC,Same-Day,Credit Card,Cassette AC
1071740,Daisy Abbott,San Francisco,Oklahoma,USA,46,Female,Medium,1,450.6002116,Grocery,Nestle,Chocolate,Express,Credit Card,Chocolate-covered nuts
1071786,Jessica Larson MD,Hamilton,,Canada,49,Female,High,7,2289.638109,Grocery,Nestle,Snacks,Same-Day,Cash,Beef jerky
1071821,Manuel Curtis,Chicago,Connecticut,USA,34,Female,Medium,3,283.3130089,Grocery,Pepsi,Water,Standard,Credit Card,Spring water
1071843,Vincent Mejia,Winnipeg,Ontario,Canada,46,Male,Low,5,2105.826035,Home Decor,Bed Bath & Beyond,Bathroom,Express,Debit Card,Toilet
1071850,Dr. Parker Crawford,London,Ontario,Canada,40,Male,Medium,5,797.4639752,Home Decor,Home Depot,Furniture,Same-Day,Cash,Dining table
1071907,Adam Ford,Cologne,Berlin,Germany,19,Male,Low,5,227.482229,Clothing,Adidas,Jacket,Standard,Debit Card,Leather jacket
1071909,Paula Garrett,Phoenix,Colorado,USA,22,Female,Low,3,1266.746494,Home Decor,Home Depot,Tools,Same-Day,Cash,Wrench
1071911,Samuel Davenport,Brisbane,New South Wales,Australia,26,Male,Medium,8,2762.691788,Clothing,Zara,Shirt,Express,Credit Card,Dress shirt
1071941,Patrick Bryant,San Francisco,Maine,USA,26,Male,High,3,1108.839641,Books,HarperCollins,Thriller,Same-Day,Debit Card,Psychological thriller
1071993,George Williams,St. John's,Ontario,Canada,18,Female,High,2,446.4264339,Clothing,Adidas,Jacket,Express,Credit Card,Blazer
1071995,Alison Guzman,Bremen,Berlin,Germany,31,Female,Medium,1,267.6466305,Clothing,Nike,T-shirt,Standard,Credit Card,Graphic tee
1072040,Brandon Spencer,Quebec City,Ontario,Canada,61,Male,Medium,4,205.3877898,Books,Random House,Fiction,,Cash,Science fiction
1072053,Mrs. Nicole Griffin,Newcastle upon Tyne,England,UK,20,Male,Medium,1,306.8511146,Books,HarperCollins,Non-Fiction,Same-Day,Cash,Cooking
1072056,Patrick Brown,Albuquerque,New York,USA,32,Male,Medium,8,1513.829962,Home Decor,Home Depot,Tools,Express,Cash,Level
1072101,Clayton Brown,Fort Worth,New Mexico,USA,19,Female,Medium,9,1468.728403,Home Decor,IKEA,Lighting,Same-Day,PayPal,Chandeliers
1072110,Eric Shaw,Frankfurt,Berlin,Germany,46,Male,Medium,7,2847.388443,Home Decor,Home Depot,Decorations,Same-Day,Credit Card,Clocks
1072114,Brian Schroeder,Canberra,New South Wales,Australia,41,Female,High,10,911.9225069,Books,Penguin Books,Children's,Same-Day,PayPal,Building blocks
1072164,Betty Taylor,Portsmouth,England,UK,20,Male,High,3,954.5365391,Grocery,Nestle,Snacks,Same-Day,Credit Card,Chips
1072164,Betty Taylor,Portsmouth,England,UK,20,Male,High,3,954.5365391,Grocery,Nestle,Snacks,Same-Day,Cash,Crackers
1072178,Sandra Khan,Washington,Oklahoma,USA,59,Female,High,3,548.282041,Home Decor,Home Depot,Decorations,Same-Day,PayPal,Decorative pillows
1072228,Mark Estes,Seattle,New Jersey,USA,20,Male,Low,4,1180.049643,Grocery,Nestle,Chocolate,Express,Credit Card,White chocolate
1072242,Alexander Jenkins,Boston,Georgia,USA,23,Male,High,9,2131.761923,Electronics,Sony,Smartphone,Express,PayPal,Nokia
1072337,Brittany Mcmahon,Washington,New Hampshire,USA,46,Male,Medium,10,4974.228166,Books,HarperCollins,Fiction,Standard,Cash,Historical fiction
1072480,Brandi Larson,Hull,England,UK,65,Male,High,5,188.8746945,Home Decor,Home Depot,Tools,Standard,PayPal,Hammer
1072497,Jacob Steele,Kitchener,Ontario,Canada,50,Female,Low,7,1561.060078,Grocery,Nestle,Coffee,Same-Day,Debit Card,Ground coffee
1072504,Shawn Cannon,Portsmouth,England,UK,21,Male,High,1,109.4155985,Home Decor,IKEA,Furniture,Standard,Credit Card,Wardrobe
1072591,Dennis Thomas,Hanover,Berlin,Germany,18,Male,Low,1,329.0598013,Electronics,Sony,Smartphone,Same-Day,Credit Card,OnePlus
1072610,Sarah Thomas,Ottawa,Ontario,Canada,50,Male,Medium,2,733.8619974,Books,Penguin Books,Fiction,Same-Day,Cash,Dystopian
1072695,Allison Miranda,Kitchener,Ontario,Canada,46,Male,Medium,4,841.0482751,Grocery,Pepsi,Water,Same-Day,Credit Card,Coconut water
1072716,Grant Ellis,Hanover,Berlin,Germany,20,Male,Low,10,788.8526363,Clothing,Zara,Dress,Express,PayPal,A-line dress
1072735,Ashley Thomas,Bielefeld,Berlin,Germany,46,Male,Low,9,2088.398202,Electronics,Sony,Headphones,Express,Debit Card,In-ear headphones
1072762,Angela Diaz,Chicago,Connecticut,USA,34,Female,Medium,4,1736.276609,Electronics,Samsung,Television,Standard,Debit Card,LED TV
1072766,Kristin Gonzalez,Colorado Springs,Massachusetts,USA,46,Male,Low,9,1454.007524,Clothing,Nike,Shorts,Standard,PayPal,Board shorts
1072796,Patrick Hall,Brisbane,New South Wales,Australia,23,Male,Medium,2,721.2206161,Electronics,Sony,Television,Same-Day,Credit Card,HDR TV
1072957,Theresa Walker,San Antonio,Delaware,USA,65,Female,High,9,3425.188348,Clothing,Adidas,Jacket,Same-Day,Debit Card,Leather jacket
1072996,Nathan Kerr,Chicago,New Jersey,USA,20,Female,Medium,5,1447.210375,Home Decor,Home Depot,Decorations,Same-Day,Debit Card,Rugs
1073005,Brenda Hernandez,Duisburg,Berlin,Germany,46,Female,Medium,1,139.584575,Clothing,Zara,Shirt,Same-Day,PayPal,T-shirt
1073012,John Sanchez,Dresden,Berlin,Germany,49,Female,Medium,6,1236.996903,Grocery,Nestle,Chocolate,Express,Credit Card,Chocolate cookies
1073042,Tammy Patterson,Liverpool,England,UK,43,Male,Low,2,153.0739046,Books,Penguin Books,Non-Fiction,Same-Day,Credit Card,Cooking
1073062,Daniel Munoz,Fort Worth,New Mexico,USA,19,Male,Medium,4,457.6244631,Clothing,Adidas,Jacket,Same-Day,Debit Card,Puffer jacket
1073111,Kimberly Randall,Sacramento,West Virginia,USA,43,Male,Medium,8,1119.89173,Clothing,Nike,Shoes,Standard,Credit Card,Sneakers
1073134,Nicholas Williams,Sydney,New South Wales,Australia,58,Female,Medium,1,221.5566669,Books,Random House,Non-Fiction,Express,Cash,Biography
1073170,Kelly Stewart,Phoenix,Texas,USA,50,Female,Low,3,298.9095675,Clothing,Zara,Shirt,Same-Day,Debit Card,Dress shirt
1073215,Brett Crane,Sydney,New South Wales,Australia,27,Male,Medium,7,455.0767322,Clothing,Zara,Jeans,Same-Day,Credit Card,Boyfriend jeans
1073242,Gabrielle Gutierrez,Portsmouth,England,UK,19,Male,Medium,10,1524.457306,Clothing,Zara,Jeans,Standard,Debit Card,Distressed jeans
1073246,Grant Flores,Birmingham,England,UK,62,Female,Medium,5,375.5579822,Grocery,Pepsi,Water,Standard,Debit Card,Bottled water
1073263,Daniel Daniels,Portsmouth,England,UK,19,Male,Medium,1,499.1383646,Grocery,Coca-Cola,Juice,Same-Day,Cash,Orange juice
1073303,Dennis Vega,Liverpool,England,UK,27,Female,Low,2,835.6365015,Grocery,Nestle,Chocolate,Express,Credit Card,White chocolate
1073313,Jeremy Gentry,Duisburg,Berlin,Germany,70,Male,Low,3,149.9020175,Electronics,Samsung,Smartphone,Standard,Credit Card,Samsung Galaxy
1073327,Timothy Campbell,Gold Coast,New South Wales,Australia,20,Female,Medium,4,797.9627922,Books,Random House,Non-Fiction,Express,Credit Card,Travel
1073374,Martin Hopkins,Bonn,Berlin,Germany,47,Female,Low,1,333.2519373,Clothing,Adidas,Shoes,Express,PayPal,Slippers
1073473,Kristina Marquez,Bendigo,New South Wales,Australia,55,Male,High,7,872.3214294,Grocery,Coca-Cola,Soft Drink,Same-Day,Credit Card,Fruit punch
1073496,Jessica Lindsey,Charlotte,Nevada,USA,46,Female,Low,8,2156.689975,Electronics,Sony,Television,Standard,Credit Card,Curved TV
1073566,Jasmine Elliott,Brighton,England,UK,26,Male,Medium,1,161.6679341,Clothing,Zara,Jeans,Express,PayPal,Low-rise jeans
1073568,Laura Rodriguez,Chicago,Connecticut,USA,34,Male,Low,2,539.8272819,Books,HarperCollins,Non-Fiction,Express,Credit Card,Travel
1073571,John Delacruz,Wuppertal,Berlin,Germany,57,Male,Medium,5,2097.185547,Clothing,Nike,Shorts,Standard,Cash,Cargo shorts
1073573,Ashley Wood,New York,Kansas,USA,23,Male,Medium,3,1101.81485,Grocery,Pepsi,Juice,Same-Day,Cash,Mixed fruit juice
1073649,Bridget Bradley,Frankfurt,Berlin,Germany,22,Female,Medium,4,458.5420324,Books,Penguin Books,Fiction,Express,Credit Card,Horror
1073681,Stephen Medina,Portsmouth,England,UK,31,Male,High,6,1355.621251,Electronics,Apple,Smartphone,Express,PayPal,Huawei P
1073749,Matthew Dickson,Wuppertal,Berlin,Germany,67,Male,Medium,10,2885.337677,Grocery,Pepsi,Water,Same-Day,Credit Card,Mineral water
1073756,Gregory Newman,London,Ontario,Canada,41,Female,Medium,4,769.1867469,Home Decor,Bed Bath & Beyond,Kitchen,Express,Credit Card,Electric kettle
1073779,Melissa Graham,Los Angeles,Missouri,USA,20,Female,High,10,882.248214,Clothing,Adidas,Shoes,Standard,Cash,Boots
1073792,Leah Nunez,St. John's,Ontario,Canada,59,Male,High,7,1805.720598,Electronics,BlueStar,BlueStar AC,Same-Day,Credit Card,Floor-standing AC
1073825,Brandy Kramer,Birmingham,England,UK,20,Female,Medium,1,63.72202833,Clothing,Nike,Shoes,Express,PayPal,Loafers
1073847,Tina Braun,Kansas City,New Jersey,USA,62,Male,Medium,10,2569.842707,Electronics,Samsung,Smartphone,Standard,Credit Card,Huawei P
1073913,Joshua Santiago,Glasgow,England,UK,66,Male,Medium,7,1168.254562,Home Decor,IKEA,Lighting,Same-Day,PayPal,Wall sconces
1073918,Joseph Keller,Plymouth,England,UK,46,Male,Medium,2,773.2626607,Clothing,Nike,Shoes,Standard,PayPal,Boots
1073986,Timothy Howell,Wollongong,New South Wales,Australia,43,Female,Medium,2,904.0679319,Grocery,Coca-Cola,Juice,Express,Cash,Grape juice
1074008,Charlene Garcia,Mackay,New South Wales,Australia,55,Female,Medium,7,2045.308856,Clothing,Nike,Shorts,Express,Credit Card,Swim trunks
1074019,Kelli Park,Regina,Ontario,Canada,20,Female,Low,10,253.92768,Electronics,Samsung,Smartphone,Same-Day,Cash,Motorola Moto
1074021,James Serrano,Hobart,New South Wales,Australia,20,Male,Low,4,1696.983021,Clothing,Zara,Dress,Standard,Debit Card,Sundress
1074035,Kevin Best,Frankfurt,Berlin,Germany,22,Female,Medium,5,754.4828897,Clothing,Zara,Dress,Same-Day,Cash,A-line dress
1074060,Jacob Porter,Southampton,England,UK,34,Female,Low,2,609.9914501,Books,HarperCollins,Non-Fiction,Express,Cash,Health
1074061,Danielle Collins,Wollongong,New South Wales,Australia,35,Male,Low,4,383.791679,Electronics,Apple,Laptop,Express,PayPal,Acer Swift
1074112,Sara Hernandez,DÃ¼sseldorf,Berlin,Germany,20,Female,Medium,5,603.9592687,Books,Penguin Books,Non-Fiction,Express,Credit Card,Travel
1074120,Aaron Smith,Victoria,Ontario,Canada,36,Male,Low,7,940.903728,Clothing,Adidas,T-shirt,Standard,Debit Card,V-neck tee
1074136,Karen Ritter,San Diego,New Mexico,USA,51,Female,Medium,7,1856.909582,Electronics,BlueStar,BlueStar AC,Express,Credit Card,Package AC
1074216,Gerald Evans,Windsor,Ontario,Canada,26,Female,Low,1,271.7882589,Books,Penguin Books,Non-Fiction,Standard,Debit Card,Science
1074223,Kevin Vega,New York,Kansas,USA,23,Female,Medium,6,1739.278865,Home Decor,IKEA,Furniture,Express,Debit Card,TV stand
1074265,Evan Carlson,Belfast,England,UK,42,Male,Low,3,995.1243198,Grocery,Nestle,Chocolate,Same-Day,PayPal,Chocolate-covered fruits
1074273,Christopher Mitchell,Adelaide,New South Wales,Australia,59,Female,Medium,1,213.3565927,Electronics,Sony,Headphones,Express,Credit Card,Gaming headphones
1074342,Sonya Adams,Houston,Massachusetts,USA,20,Female,Low,1,417.5839124,Electronics,Sony,Television,Express,Credit Card,HDR TV
1074346,Mr. Austin Kelley,Portsmouth,England,UK,36,Male,Medium,2,530.6945886,Clothing,Nike,Shorts,Express,Cash,Swim trunks
1074349,Scott Erickson,Dallas,Wisconsin,USA,66,Female,Medium,1,277.574519,Grocery,Coca-Cola,Juice,Standard,Credit Card,Mango juice
1074369,Dr. Tracy Thomas MD,Regina,Ontario,Canada,46,Male,High,3,751.0313501,Grocery,Pepsi,Water,Standard,Cash,Alkaline water
1074371,Sarah Lang,Edmonton,Ontario,Canada,60,Male,Low,3,435.606338,Books,HarperCollins,Non-Fiction,Standard,Debit Card,Health
1074401,Jo Carlson,Hull,England,UK,46,Male,Low,6,2438.299743,Home Decor,Home Depot,Tools,Standard,PayPal,Saw
1074413,Anthony Hodges,San Francisco,Maine,USA,26,Male,High,10,2232.948969,Grocery,Coca-Cola,Juice,Same-Day,Cash,Tomato juice
1074468,Justin Bray,Toronto,Ontario,Canada,46,Female,Medium,4,51.17187002,Books,HarperCollins,Non-Fiction,Standard,Debit Card,Memoir
1074522,Seth Day,Portsmouth,England,UK,19,Male,Medium,2,574.7038247,Home Decor,Bed Bath & Beyond,Kitchen,Express,Debit Card,Coffee maker
1074532,James Sharp,Chicago,Connecticut,USA,34,Male,Medium,6,1062.477115,Clothing,Zara,Shirt,Express,Cash,Tank top
1074547,Stephanie Johnson,DÃ¼sseldorf,Berlin,Germany,35,Female,Low,9,1857.573833,Home Decor,Home Depot,Furniture,Same-Day,PayPal,Desk
1074589,Paul Hahn,Boston,Georgia,USA,23,Male,High,2,633.2366962,Electronics,Apple,Tablet,Express,Credit Card,Huawei MediaPad
1074633,Adam Sharp,Brisbane,New South Wales,Australia,46,Male,Low,6,2016.609279,Clothing,Zara,Dress,Standard,Cash,Cocktail dress
1074649,Nancy Peters DVM,Boston,Georgia,USA,23,Female,High,7,254.7331745,Grocery,Coca-Cola,Juice,Express,Cash,Mango juice
1074691,Ronald Ward,Winnipeg,Ontario,Canada,46,Female,Medium,10,1229.721076,Electronics,Sony,Smartphone,Standard,PayPal,Google Pixel
1074699,Blake Welch,Southampton,England,UK,60,Male,Medium,6,1616.143964,Books,Random House,Literature,Same-Day,Debit Card,Drama
1074711,Clinton Howard,Virginia Beach,Nebraska,USA,22,Male,Medium,4,1643.245388,Books,HarperCollins,Non-Fiction,Same-Day,Credit Card,Psychology
1074722,Jennifer Bailey,Bielefeld,Berlin,Germany,61,Male,Medium,1,311.3481753,Books,Penguin Books,Fiction,Standard,Debit Card,Mystery
1074783,Joseph Mitchell,Chicago,Connecticut,USA,34,Male,Medium,6,1971.343056,Electronics,Sony,Headphones,Same-Day,Cash,Bluetooth headphones
1074822,Heather Mahoney,Philadelphia,New York,USA,31,Male,Low,5,1392.112861,Electronics,Sony,Headphones,Standard,Credit Card,DJ headphones
1074838,Melanie Chandler,Nuremberg,Berlin,Germany,20,Male,Medium,6,1364.168455,Electronics,Samsung,Television,Standard,Debit Card,4K TV
1074846,Juan Sawyer,Chicago,Connecticut,USA,34,Male,Low,3,1330.159031,Books,HarperCollins,Non-Fiction,Standard,Cash,Travel
1074863,William Mckinney,New York,Kansas,USA,23,Female,Medium,6,1216.889704,Books,HarperCollins,Fiction,Same-Day,Cash,Dystopian
1074929,Gabriella Lopez,Portsmouth,England,UK,24,Male,Medium,4,1215.609275,Clothing,Zara,Dress,Express,Credit Card,Wrap dress
1074963,Sharon Huffman,Leipzig,Berlin,Germany,39,Female,Low,6,327.0254816,Home Decor,Bed Bath & Beyond,Bedding,Express,Debit Card,Pillowcase set
1075065,Tammie Rodriguez,Sheffield,England,UK,46,Female,Medium,2,906.9162168,Books,Random House,Fiction,Express,Credit Card,Fantasy
1075069,Gloria Humphrey,Duisburg,Berlin,Germany,35,Male,Medium,5,596.9241165,Grocery,Coca-Cola,Juice,Standard,PayPal,Mango juice
1075142,Erin Knox,Arlington,Arkansas,USA,46,Male,Medium,7,2330.792483,Clothing,Nike,Shoes,Same-Day,PayPal,Sneakers
1075189,Laura Jensen,Hamburg,Berlin,Germany,55,Female,Medium,9,2745.194587,Electronics,Apple,Laptop,Same-Day,PayPal,Asus ZenBook
1075199,Joshua Wilson,San Francisco,Maine,USA,26,Male,High,4,181.8139086,Electronics,Samsung,Smartphone,Standard,PayPal,Xiaomi Mi
1075201,William Watkins,Raleigh,Pennsylvania,USA,20,Male,Low,3,224.6615669,Clothing,Adidas,Shoes,Standard,Credit Card,Loafers
1075213,Anita Ortega,Chicago,Connecticut,USA,34,Male,Medium,4,273.8948427,Grocery,Nestle,Coffee,Express,Cash,Latte
1075246,Walter Johnson,Frankfurt,Berlin,Germany,22,Male,Medium,2,261.9576812,Clothing,Zara,Dress,Same-Day,Credit Card,Bodycon dress
1075292,Sarah Phillips,Toowoomba,New South Wales,Australia,26,Male,Low,3,52.02685314,Clothing,Adidas,Jacket,Express,Debit Card,Varsity jacket
1075361,Heather Valdez,Newcastle upon Tyne,England,UK,20,Male,Low,9,1282.350258,Electronics,Samsung,Television,Same-Day,Cash,LCD TV
1075414,Kathryn Roberts,Duisburg,Berlin,Germany,30,Male,High,9,1428.305069,Books,Random House,Literature,Same-Day,PayPal,Contemporary literature
1075414,Evan Bond,Quebec City,Ontario,Canada,26,Female,Medium,9,2183.293707,Grocery,Pepsi,Juice,Express,Credit Card,Orange juice
1075458,Jessica Calhoun,DÃ¼sseldorf,Berlin,Germany,63,Female,Low,5,678.5290656,Clothing,Nike,Shoes,Same-Day,Debit Card,Loafers
1075479,Mrs. Kathryn Martinez,Oklahoma City,Kentucky,USA,55,Male,Low,3,1439.219675,Books,Random House,Fiction,Same-Day,Cash,Mystery
1075479,Melissa Hernandez,Oxford,England,UK,56,Female,Medium,9,3535.968678,Electronics,Mitsubhisi,Mitsubishi 1.5 Ton 3 Star Split AC,Express,Cash,Cassette AC
1075557,Carol Spencer,Portsmouth,England,UK,19,Male,Medium,2,693.3217812,Electronics,Samsung,Television,Same-Day,Cash,Smart TV
1075640,Charles Davis,Cairns,New South Wales,Australia,20,Male,Medium,9,2160.531446,Books,Random House,Literature,Same-Day,Debit Card,Drama
1075679,Jennifer Stanley,Washington,Louisiana,USA,58,Female,Medium,1,452.6551579,Electronics,Apple,Tablet,Same-Day,Cash,Acer Iconia Tab
1075711,William Price,San Jose,New Hampshire,USA,55,Male,Medium,8,2727.143446,Grocery,Pepsi,Water,Standard,Cash,Coconut water
1075713,Jacqueline Lee,Leeds,England,UK,22,Male,High,4,586.7671781,Home Decor,Bed Bath & Beyond,Bathroom,Standard,Cash,Sink
1075734,Kyle Jackson,Cologne,Berlin,Germany,69,Male,Medium,5,2166.114224,Electronics,Apple,Laptop,Standard,Cash,LG Gram
1075736,Robert Smith,Oxford,England,UK,44,Male,Medium,5,2443.825842,Books,Penguin Books,Fiction,Same-Day,PayPal,Fantasy
1075768,Sean Phillips,Montreal,Ontario,Canada,26,Male,High,2,950.6730429,Electronics,Whirepool,Fridge,Express,Debit Card,French door refrigerator
1075784,Tina Fletcher,Cardiff,England,UK,26,Female,High,10,4805.354934,Electronics,Sony,Smartphone,Same-Day,PayPal,Huawei P
1075827,Brianna Young,Kelowna,Ontario,Canada,47,Male,High,2,243.9786547,Electronics,Samsung,Television,Express,Debit Card,LED TV
1075842,Tara Suarez,Chicago,Connecticut,USA,34,Female,Medium,1,64.35783388,Clothing,Zara,Jeans,Express,Debit Card,Low-rise jeans
1075858,Sharon Perez,Albury-Wodonga,New South Wales,Australia,48,Female,Medium,4,98.04742257,Home Decor,Home Depot,Decorations,Standard,Debit Card,Mirrors
1075884,Steve Phillips,New York,Kansas,USA,23,Male,Medium,8,1402.550562,Clothing,Zara,Jeans,Express,Debit Card,Cropped jeans
1075898,Joseph Kelly,Chicago,Connecticut,USA,20,Female,Medium,6,564.4388157,Home Decor,IKEA,Lighting,Same-Day,PayPal,Floor lamps
1075900,Charlene Clark,Bonn,Berlin,Germany,20,Male,Medium,10,1415.054942,Clothing,Zara,Jeans,Express,Debit Card,High-waisted jeans
1075925,Christina Bauer,Boston,Georgia,USA,23,Male,High,10,551.9589812,Grocery,Coca-Cola,Water,Same-Day,PayPal,Bottled water
1075933,Miguel Werner,Belfast,England,UK,20,Male,Low,3,375.6469423,Grocery,Coca-Cola,Juice,Express,Cash,Pineapple juice
1075938,Donald Snow,Boston,Georgia,USA,23,Male,High,1,254.8227676,Electronics,Sony,Smartphone,Standard,Credit Card,LG G
1075990,Joshua Walker,Bristol,England,UK,30,Female,Medium,1,404.8027686,Clothing,Zara,Dress,Standard,Debit Card,Cocktail dress
1076063,Melissa Taylor,Melbourne,New South Wales,Australia,20,Male,Medium,8,2094.169228,Books,HarperCollins,Non-Fiction,Standard,Cash,Travel
1076079,Tyler Pierce,San Francisco,Maine,USA,26,Female,High,4,1359.594133,Electronics,Samsung,Television,Standard,Credit Card,Smart TV
1076117,Patricia Stewart,Arlington,Mississippi,USA,34,Male,Medium,9,4086.130061,Grocery,Pepsi,Water,Express,Credit Card,Flavored water
1076117,Andrea Walker,Darwin,New South Wales,Australia,68,Male,High,2,607.0171486,Home Decor,IKEA,Lighting,Same-Day,Credit Card,Floor lamps
1076146,Mary Martinez,Darwin,New South Wales,Australia,43,Female,High,8,1608.217083,Electronics,Apple,Laptop,Express,Credit Card,MacBook
1076152,Allen Torres,Launceston,New South Wales,Australia,61,Male,High,3,523.0550977,Electronics,Apple,Smartphone,Standard,Debit Card,Samsung Galaxy
1076168,Robin Davis,Edinburgh,England,UK,31,Female,Medium,7,1048.920407,Home Decor,Bed Bath & Beyond,Bathroom,Express,Credit Card,Toilet
